BLZ;eigene BLZ;Bezeichnung;PLZ;ORT;Kurzbezeichnung;PAN;BIC;Prüfziffer;lfd Nr;Änderungskennzeichen;Löschungsankündigung;Nachfolgeblz;IBAN
24151005;2;Sparkasse Stade-Altes Land;21720;Steinkirchen;Spk Stade-Altes Land;52403;;00;008711;U;0;00000000;000000
24151005;2;Sparkasse Stade-Altes Land;21129;Hamburg;Spk Stade-Altes Land;52403;;00;034382;U;0;00000000;000000
24151116;1;Kreissparkasse Stade;21655;Stade;Kreissparkasse Stade;52410;NOLADE21STK;00;009378;U;0;00000000;000000
24151116;2;Kreissparkasse Stade;21737;Wischhafen;Kreissparkasse Stade;52410;;00;007941;U;0;00000000;000000
24151116;2;Kreissparkasse Stade;21702;Ahlerstedt;Kreissparkasse Stade;52410;;00;008831;U;0;00000000;000000
24151116;2;Kreissparkasse Stade;21709;Himmelpforten;Kreissparkasse Stade;52410;;00;008969;U;0;00000000;000000
24151116;2;Kreissparkasse Stade;21640;Horneburg;Kreissparkasse Stade;52410;;00;008997;U;0;00000000;000000
24151116;2;Kreissparkasse Stade;21706;Drochtersen;Kreissparkasse Stade;52410;;00;009093;U;0;00000000;000000
24151116;2;Kreissparkasse Stade;21698;Harsefeld;Kreissparkasse Stade;52410;;00;009198;U;0;00000000;000000
24151116;2;Kreissparkasse Stade;27449;Kutenholz;Kreissparkasse Stade;52410;;00;009280;U;0;00000000;000000
24151116;2;Kreissparkasse Stade;21717;Fredenbeck;Kreissparkasse Stade;52410;;00;010756;U;0;00000000;000000
24151116;2;Kreissparkasse Stade;21729;Freiburg (Elbe);Kreissparkasse Stade;52410;;00;010759;U;0;00000000;000000
24151116;2;Kreissparkasse Stade;21641;Apensen;Kreissparkasse Stade;52410;;00;010964;U;0;00000000;000000
24151235;1;Sparkasse Rotenburg-Bremervörde;27393;Zeven;Spk Rotenburg-Bremervörde;52418;BRLADE21ROB;00;010904;U;0;00000000;000000
24151235;2;Sparkasse Rotenburg-Bremervörde;27367;Ahausen;Spk Rotenburg-Bremervörde;52418;;00;002877;U;0;00000000;000000
24151235;2;Sparkasse Rotenburg-Bremervörde;27386;Kirchwalsede;Spk Rotenburg-Bremervörde;52418;;00;002975;U;0;00000000;000000
24151235;2;Sparkasse Rotenburg-Bremervörde;27368;Visselhövede;Spk Rotenburg-Bremervörde;52418;;00;003565;U;0;00000000;000000
24151235;2;Sparkasse Rotenburg-Bremervörde;27364;Sottrum;Spk Rotenburg-Bremervörde;52418;;00;003599;U;0;00000000;000000
24151235;2;Sparkasse Rotenburg-Bremervörde;27413;Sittensen;Spk Rotenburg-Bremervörde;52418;;00;007803;U;0;00000000;000000
24151235;2;Sparkasse Rotenburg-Bremervörde;27443;Selsingen;Spk Rotenburg-Bremervörde;52418;;00;007813;U;0;00000000;000000
24151235;2;Sparkasse Rotenburg-Bremervörde;27409;Tarmstedt;Spk Rotenburg-Bremervörde;52418;;00;008162;U;0;00000000;000000
24151235;2;Sparkasse Rotenburg-Bremervörde;27412;Wilstedt;Spk Rotenburg-Bremervörde;52418;;00;008164;U;0;00000000;000000
24151235;2;Sparkasse Rotenburg-Bremervörde;27422;Bremervörde;Spk Rotenburg-Bremervörde;52418;;00;008223;U;0;00000000;000000
24151235;2;Sparkasse Rotenburg-Bremervörde;27438;Gnarrenburg;Spk Rotenburg-Bremervörde;52418;;00;008887;U;0;00000000;000000
24151235;2;Sparkasse Rotenburg-Bremervörde;27432;Basdahl;Spk Rotenburg-Bremervörde;52418;;00;010996;U;0;00000000;000000
24151235;2;Sparkasse Rotenburg-Bremervörde;27404;Heeslingen;Spk Rotenburg-Bremervörde;52418;;00;032231;U;0;00000000;000000
24151235;2;Sparkasse Rotenburg-Bremervörde;27344;Rotenburg (Wümme);Spk Rotenburg-Bremervörde;52418;;00;042952;U;0;00000000;000000
24161594;1;Zevener Volksbank;27404;Zeven;Zevener Volksbank;62077;GENODEF1SIT;28;026350;U;0;00000000;000000
24161594;2;Zevener Volksbank;27412;Tarmstedt;Zevener Volksbank;62077;;28;022526;U;0;00000000;000000
24161594;2;Zevener Volksbank;27446;Selsingen;Zevener Volksbank;62077;;28;026348;U;0;00000000;000000
24161594;2;Zevener Volksbank;27389;Lauenbrück;Zevener Volksbank;62077;;28;043131;U;0;00000000;000000
24161594;2;Zevener Volksbank;27419;Sittensen;Zevener Volksbank;62077;;28;051562;U;0;00000000;000000
24161594;2;Zevener Volksbank;27404;Rhade;Zevener Volksbank;62077;;28;051564;U;0;00000000;000000
24161594;2;Zevener Volksbank;27404;Heeslingen;Zevener Volksbank;62077;;28;051565;U;0;00000000;000000
24161594;2;Zevener Volksbank;27404;Gyhum;Zevener Volksbank;62077;;28;051566;U;0;00000000;000000
24161594;2;Zevener Volksbank (Gf P2);27404;Zeven;Zevener Volksbank;72077;;28;053748;U;0;00000000;000000
24162898;1;Spar- u Darlehnskasse Börde Lamstedt-Hechthausen;21767;Lamstedt;Spar- u Darlehnskasse Börde;62599;GENODEF1LAS;28;026214;U;0;00000000;000000
24162898;2;Spar- u Darlehnskasse Börde Lamstedt-Hechthausen;21755;Hechthausen;Spar- u Darlehnskasse Börde;62599;;28;026109;U;0;00000000;000000
24162898;2;Spar- u Darlehnskasse Börde Lamstedt-Hechthausen;21770;Mittelstenahe;Spar- u Darlehnskasse Börde;62599;;28;028727;U;0;00000000;000000
24162898;2;Spar- u Darlehnskasse Börde Lamstedt-Hechthausen (Gf P2);21767;Lamstedt;Spar- u Darlehnskasse Börde;72599;;28;053749;U;0;00000000;000000
24180000;1;Commerzbank vormals Dresdner Bank;21758;Otterndorf;Commerzbank Otterndorf;28242;DRESDEFF242;76;006824;U;0;00000000;000503
24180001;1;Commerzbank vormals Dresdner Bank;27452;Cuxhaven;Commerzbank Cuxhaven;28241;DRESDEFF241;76;005334;U;0;00000000;000503
24191015;1;Volksbank Stade-Cuxhaven;21661;Stade;Volksbank Stade-Cuxhaven;92069;GENODEF1SDE;28;022480;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven;21606;Buxtehude;Volksbank Stade-Cuxhaven;92069;;28;021728;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven;21766;Lamstedt;Volksbank Stade-Cuxhaven;92069;;28;021976;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven;21712;Großenwörden;Volksbank Stade-Cuxhaven;92069;;28;026065;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven;21707;Himmelpforten;Volksbank Stade-Cuxhaven;92069;;28;026171;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven;21631;Jork;Volksbank Stade-Cuxhaven;92069;;28;026189;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven;21741;Hemmoor;Volksbank Stade-Cuxhaven;92069;;28;031599;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven;21720;Steinkirchen;Volksbank Stade-Cuxhaven;92069;;28;036707;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven;21775;Ihlienworth;Volksbank Stade-Cuxhaven;92069;;28;051863;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven;21781;Cadenberge;Volksbank Stade-Cuxhaven;92069;;28;051864;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven;27498;Helgoland;Volksbank Stade-Cuxhaven;92069;;28;051865;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven;21762;Otterndorf;Volksbank Stade-Cuxhaven;92069;;28;051866;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven;21765;Nordleda;Volksbank Stade-Cuxhaven;92069;;28;051867;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven;27474;Cuxhaven;Volksbank Stade-Cuxhaven;92069;;28;051868;U;0;00000000;000000
24191015;2;Volksbank Stade-Cuxhaven (Gf P2);21661;Stade;Volksbank Stade-Cuxhaven;82069;;28;053750;U;0;00000000;000000
25000000;1;Bundesbank;30002;Hannover;BBk Hannover;20250;MARKDEF1250;09;011397;U;0;00000000;004201
25010030;1;Postbank;30139;Hannover;Postbank Hannover;10030;PBNKDEFFXXX;24;014911;U;0;00000000;000000
25010111;1;SEB;30159;Hannover;SEB Hannover;25841;ESSEDE5F250;13;005635;U;0;00000000;005600
25010111;2;SEB;30880;Laatzen;SEB Laatzen;25841;ESSEDE5F251;13;050679;U;0;00000000;005600
25010424;1;Aareal Bank;30014;Hannover;Aareal Bank;26912;AARBDE5W250;09;006302;U;0;00000000;000000
25010600;1;Deutsche Hypothekenbank;30159;Hannover;Deuhypo Hannover;26720;DEHYDE2HXXX;01;000504;U;0;00000000;000000
25010900;1;Calenberger Kreditverein;30159;Hannover;Calenbg Kreditver Hannover;25270;CKVHDE21XXX;28;046818;U;0;00000000;000000
25020200;1;BHF-BANK;30159;Hannover;BHF-BANK Hannover;25157;BHFBDEFF250;60;006301;U;0;00000000;000800
25020600;1;Santander Consumer Bank;30179;Hannover;Santander Consumer Bank;25005;SCFBDE33XXX;41;032897;U;0;00000000;004600
25040060;1;Commerzbank CC;30159;Hannover;Commerzbank CC Hannover;;COBADEFFXXX;09;055813;U;0;00000000;000503
25040061;1;Commerzbank CC;30159;Hannover;Commerzbank CC Hannover;;COBADEFFXXX;09;055814;U;0;00000000;000503
25040066;1;Commerzbank;30012;Hannover;Commerzbank Hannover;24250;COBADEFFXXX;13;006136;U;0;00000000;000503
25040066;2;Commerzbank;30811;Garbsen;Commerzbank Garbsen;24250;;13;005045;U;0;00000000;000503
25040066;2;Commerzbank;31042;Alfeld (Leine);Commerzbank Alfeld Leine;24250;;13;005103;U;0;00000000;000503
25040066;2;Commerzbank;30953;Hemmingen;Commerzbank Hemmingen Han;24250;;13;006161;U;0;00000000;000503
25040066;2;Commerzbank;31251;Lehrte;Commerzbank Lehrte;24250;;13;006167;U;0;00000000;000503
25040066;2;Commerzbank;30838;Langenhagen;Commerzbank Langenhagen;24250;;13;006188;U;0;00000000;000503
25040066;2;Commerzbank;30880;Laatzen;Commerzbank Laatzen;24250;;13;006192;U;0;00000000;000503
25040066;2;Commerzbank;31152;Sarstedt;Commerzbank Sarstedt;24250;;13;007016;U;0;00000000;000503
25040066;2;Commerzbank;29651;Walsrode;Commerzbank Walsrode;24250;;13;007048;U;0;00000000;000503
25040066;2;Commerzbank;31501;Wunstorf;Commerzbank Wunstorf;24250;;13;007054;U;0;00000000;000503
25040066;2;Commerzbank;31286;Burgdorf;Commerzbank Burgdorf Hannov;24250;;13;024500;U;0;00000000;000503
25040066;2;Commerzbank;30983;Gehrden;Commerzbank Gehrden Han;24250;;13;056049;U;0;00000000;000503
25040066;2;Commerzbank;31519;Neustadt am Rübenberge;Commerzbank Neustadt Rübe;24250;;13;056050;U;0;00000000;000503
25040066;2;Commerzbank;31642;Stadthagen;Commerzbank Stadthagen;24250;;13;056051;U;0;00000000;000503
25040066;2;Commerzbank;31813;Springe;Commerzbank Springe;24250;;13;056052;U;0;00000000;000503
25040066;2;Commerzbank;30890;Barsinghausen;Commerzbank Barsinghausen;24250;;13;056053;M;0;00000000;000503
25040066;2;Commerzbank;30929;Burgwedel;Commerzbank Burgwedel;24250;;13;056054;U;0;00000000;000503
25050000;1;Norddeutsche Landesbank Girozentrale;30002;Hannover;Nord LB Hannover;52500;NOLADE2HXXX;27;008522;U;0;00000000;000000
25050000;2;Norddeutsche Landesbank Girozentrale;38023;Braunschweig;NORD/LB Landessparkasse;52500;;27;011646;U;0;00000000;000000
25050000;2;Norddeutsche Landesbank Girozentrale;39011;Magdeburg;Nord LB Magdeburg;52500;;27;044884;U;0;00000000;000000
25050000;2;Norddeutsche Landesbank Girozentrale;19006;Schwerin;Nord LB Schwerin;52500;;27;048388;U;0;00000000;000000
25050000;2;Norddeutsche Landesbank Girozentrale;20408;Hamburg;Nord LB Hamburg;52500;;27;049195;U;0;00000000;000000
25050055;1;ZVA Norddeutsche Landesbank SH;30151;Hannover;ZVA Nord LB SH;;NOLADE21CSH;09;055637;U;0;00000000;000000
25050180;1;Sparkasse Hannover;30001;Hannover;Sparkasse Hannover;52501;SPKHDE2HXXX;A3;009961;U;0;00000000;000000
25050180;2;Sparkasse Hannover;30890;Barsinghausen;Sparkasse Hannover;52501;;A3;051908;U;0;00000000;000000
25050180;2;Sparkasse Hannover;31303;Burgdorf;Sparkasse Hannover;52501;;A3;051909;U;0;00000000;000000
25050180;2;Sparkasse Hannover;30938;Burgwedel;Sparkasse Hannover;52501;;A3;051910;U;0;00000000;000000
25050180;2;Sparkasse Hannover;30823;Garbsen;Sparkasse Hannover;52501;;A3;051911;U;0;00000000;000000
25050180;2;Sparkasse Hannover;30989;Gehrden;Sparkasse Hannover;52501;;A3;051912;U;0;00000000;000000
25050180;2;Sparkasse Hannover;30966;Hemmingen;Sparkasse Hannover;52501;;A3;051913;U;0;00000000;000000
25050180;2;Sparkasse Hannover;30916;Isernhagen;Sparkasse Hannover;52501;;A3;051914;U;0;00000000;000000
25050180;2;Sparkasse Hannover;30880;Laatzen;Sparkasse Hannover;52501;;A3;051915;U;0;00000000;000000
25050180;2;Sparkasse Hannover;30853;Langenhagen;Sparkasse Hannover;52501;;A3;051916;U;0;00000000;000000
25050180;2;Sparkasse Hannover;31275;Lehrte;Sparkasse Hannover;52501;;A3;051917;U;0;00000000;000000
25050180;2;Sparkasse Hannover;31535;Neustadt am Rübenberge;Sparkasse Hannover;52501;;A3;051918;U;0;00000000;000000
25050180;2;Sparkasse Hannover;30982;Pattensen;Sparkasse Hannover;52501;;A3;051919;U;0;00000000;000000
25050180;2;Sparkasse Hannover;30952;Ronnenberg;Sparkasse Hannover;52501;;A3;051920;U;0;00000000;000000
25050180;2;Sparkasse Hannover;30926;Seelze;Sparkasse Hannover;52501;;A3;051921;U;0;00000000;000000
25050180;2;Sparkasse Hannover;31319;Sehnde;Sparkasse Hannover;52501;;A3;051922;U;0;00000000;000000
25050180;2;Sparkasse Hannover;31832;Springe;Sparkasse Hannover;52501;;A3;051923;U;0;00000000;000000
25050180;2;Sparkasse Hannover;31311;Uetze;Sparkasse Hannover;52501;;A3;051924;U;0;00000000;000000
25050180;2;Sparkasse Hannover;30900;Wedemark;Sparkasse Hannover;52501;;A3;051925;U;0;00000000;000000
25050180;2;Sparkasse Hannover;30974;Wennigsen (Deister);Sparkasse Hannover;52501;;A3;051926;U;0;00000000;000000
25050180;2;Sparkasse Hannover;31515;Wunstorf;Sparkasse Hannover;52501;;A3;051927;U;0;00000000;000000
25050299;1;Sparkasse Hannover -alt-;30056;Hannover;Kr Spk Hannover -alt-;52502;;A3;009203;U;1;25050180;002800
25055500;1;LBS-Norddeutsche Landesbausparkasse;30002;Hannover;LBS-Norddt Hannover;;NOLADE21LBS;26;049638;U;0;00000000;000000
25060000;1;DZ BANK;30002;Hannover;DZ BANK;62003;GENODEFF250;09;026097;U;0;00000000;000000
25060000;2;DZ BANK;26016;Oldenburg;DZ BANK Hannover;62003;GENODEFF280;09;014820;U;0;00000000;000000
25060180;1;Bankhaus Hallbaum;30159;Hannover;Bankhaus Hallbaum;25223;HALLDE2HXXX;09;026096;U;0;00000000;000000
25069168;1;Volks- und Raiffeisenbank Leinebergland;31069;Delligsen;VB u RB Leinebgld Delligsen;62297;GENODEF1DES;28;026078;U;0;00000000;000000
25069168;2;Volks- und Raiffbk Leinebergland Delligsen;31036;Eime;VB u RB Leinebgld Delligsen;62297;;28;025976;U;0;00000000;000000
25069168;2;Volks- und Raiffbk Leinebergland Delligsen;31008;Elze;VB u RB Leinebgld Delligsen;62297;;28;028702;U;0;00000000;000000
25069168;2;Volks- und Raiffbk Leinebergland Delligsen;31073;Grünenplan;VB u RB Leinebgld Delligsen;62297;;28;044415;U;0;00000000;000000
25069168;2;Volks- und Raiffeisenbank Leinebergland (Gf P2);31069;Delligsen;VB u RB Leinebgld Delligsen;72297;;28;053751;U;0;00000000;000000
25069262;1;Raiffeisen-Volksbank Neustadt;31535;Neustadt am Rübenberge;Raiff-VB Neustadt;62323;GENODEF1NST;28;026085;U;0;00000000;000000
25069262;2;Raiffeisen-Volksbank Neustadt (Gf P2);31535;Neustadt am Rübenberge;Raiff-VB Neustadt;72323;;28;053752;U;0;00000000;000000
25069270;1;Volksbank Aller-Oker;38539;Müden (Aller);Volksbank Aller-Oker;62330;GENODEF1MUA;28;028737;U;0;00000000;000000
25069270;2;Volksbank Aller-Oker (Gf P2);38539;Müden (Aller);Volksbank Aller-Oker;72330;;28;053753;U;0;00000000;000000
25069370;1;Volksbank Vechelde-Wendeburg -alt-;38155;Vechelde;VB Vechelde-Wendeburg -alt-;62353;GENODEF1WBU;28;029779;U;1;00000000;000000
25069370;2;Volksbank Vechelde-Wendeburg;38239;Salzgitter;VB Vechelde-Wendeburg;62353;;28;026338;D;0;00000000;000000
25069370;2;Volksbank Vechelde-Wendeburg;38174;Wendeburg;VB Vechelde-Wendeburg;62353;;28;029741;D;0;00000000;000000
25069370;2;Volksbank Vechelde-Wendeburg;38112;Braunschweig;VB Vechelde-Wendeburg;62353;;28;029761;D;0;00000000;000000
25069370;2;Volksbank Vechelde-Wendeburg (Gf P2);38155;Vechelde;VB Vechelde-Wendeburg;72353;;28;053754;U;0;00000000;000000
25069503;1;Volksbank Diepholz-Barnstorf;49356;Diepholz;VB Diepholz-Barnstorf;62386;GENODEF1BNT;28;025832;U;0;00000000;000000
25069503;2;Volksbank Diepholz-Barnstorf;49406;Barnstorf;VB Diepholz-Barnstorf;62386;;28;025945;M;0;00000000;000000
25069503;2;Volksbank Diepholz-Barnstorf;49457;Drebber;VB Diepholz-Barnstorf;62386;;28;025956;U;0;00000000;000000
25069503;2;Volksbank Diepholz-Barnstorf;49453;Rehden;VB Diepholz-Barnstorf;62386;;28;025960;U;0;00000000;000000
25069503;2;Volksbank Diepholz-Barnstorf (Gf P2);49356;Diepholz;VB Diepholz-Barnstorf;72386;;28;053755;U;0;00000000;000000
25070024;1;Deutsche Bank Privat und Geschäftskunden;30002;Hannover;Deutsche Bank PGK Hannover;21670;DEUTDEDBHAN;63;049858;U;0;00000000;002002
25070024;2;Deutsche Bank Privat und Geschäftskunden;31642;Stadthagen;Deutsche Bank PGK Stadthage;21670;DEUTDEDB243;63;049855;U;0;00000000;002002
25070024;2;Deutsche Bank Privat und Geschäftskunden;30890;Barsinghausen;Deutsche Bank PGK Barsingha;21670;DEUTDEDB250;63;049856;U;0;00000000;002002
25070024;2;Deutsche Bank Privat und Geschäftskunden;31287;Burgdorf;Deutsche Bank PGK Burgdorf;21670;DEUTDEDB252;63;049857;U;0;00000000;002002
25070024;2;Deutsche Bank Privat und Geschäftskunden;30880;Laatzen;Deutsche Bank PGK Laatzen;21670;DEUTDEDB931;63;049859;U;0;00000000;002002
25070024;2;Deutsche Bank Privat und Geschäftskunden;30839;Langenhagen;Deutsche Bank PGK Langenhag;21670;DEUTDEDB932;63;049860;U;0;00000000;002002
25070024;2;Deutsche Bank Privat und Geschäftskunden;31562;Nienburg (Weser);Deutsche Bank PGK Nienburg;21670;DEUTDEDB256;63;049861;U;0;00000000;002002
25070024;2;Deutsche Bank Privat und Geschäftskunden;37591;Holzminden;Deutsche Bank PGK Holzminde;21670;DEUTDEDB251;63;049862;U;0;00000000;002002
25070024;2;Deutsche Bank Privat und Geschäftskunden;29624;Munster;Deutsche Bank PGK Munster;21670;DEUTDEDB933;63;049863;U;0;00000000;002002
25070024;2;Deutsche Bank Privat und Geschäftskunden;29601;Soltau;Deutsche Bank PGK Soltau;21670;DEUTDEDB258;63;049864;U;0;00000000;002002
25070066;1;Deutsche Bank;31642;Stadthagen;Deutsche Bank Stadthagen;27081;DEUTDE2H265;63;041097;U;0;00000000;002002
25070070;1;Deutsche Bank;30002;Hannover;Deutsche Bank Hannover;27670;DEUTDE2HXXX;63;005728;U;0;00000000;002002
25070070;2;Deutsche Bank;30890;Barsinghausen;Deutsche Bank Barsinghausen;27670;DEUTDE2H250;63;004928;U;0;00000000;002002
25070070;2;Deutsche Bank;30839;Langenhagen;Deutsche Bank Langenhagen;27670;DEUTDE2H283;63;005811;U;0;00000000;002002
25070070;2;Deutsche Bank;30880;Laatzen;Deutsche Bank Laatzen;27670;DEUTDE2H282;63;005818;U;0;00000000;002002
25070070;2;Deutsche Bank;31287;Burgdorf;Deutsche Bank Burgdorf Hann;27670;DEUTDE2H252;63;024501;U;0;00000000;002002
25070077;1;Deutsche Bank;31562;Nienburg (Weser);Deutsche Bank Nienburg;27082;DEUTDE2H256;63;024808;U;0;00000000;002002
25070084;1;Deutsche Bank;29601;Soltau;Deutsche Bank Soltau;27083;DEUTDE2H258;63;006864;U;0;00000000;002002
25070084;2;Deutsche Bank;29624;Munster;Deutsche Bank Munster;27083;DEUTDE2H284;63;006897;U;0;00000000;002002
25070086;1;Deutsche Bank;37591;Holzminden;Deutsche Bank Holzminden;27084;DEUTDE2H251;63;005757;U;0;00000000;002002
25080020;1;Commerzbank vormals Dresdner Bank;30002;Hannover;Commerzbank Hannover;28250;DRESDEFF250;76;005566;U;0;00000000;000503
25080020;2;Commerzbank vormals Dresdner Bank;30983;Gehrden;Commerzbank Gehrden Han;28250;;76;005269;U;0;00000000;000503
25080020;2;Commerzbank vormals Dresdner Bank;31519;Neustadt am Rübenberge;Commerzbank Neustadt Rübe;28250;;76;005540;U;0;00000000;000503
25080020;2;Commerzbank vormals Dresdner Bank;31642;Stadthagen;Commerzbank Stadthagen;28250;;76;006749;U;0;00000000;000503
25080020;2;Commerzbank vormals Dresdner Bank;31813;Springe;Commerzbank Springe;28250;;76;006752;U;0;00000000;000503
25080020;2;Commerzbank vormals Dresdner Bank;30890;Barsinghausen;Commerzbank Barsinghausen;28250;;76;014871;M;0;00000000;000503
25080020;2;Commerzbank vormals Dresdner Bank;30839;Langenhagen;Commerzbank Langenhagen;28250;;76;042765;U;0;00000000;000503
25080020;2;Commerzbank vormals Dresdner Bank;30929;Burgwedel;Commerzbank Burgwedel;28250;;76;043501;U;0;00000000;000503
25080085;1;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;20349;Hamburg;Commerzbank ITGK2 Hannov;;DRESDEFFI65;09;055100;U;0;00000000;000503
25089220;1;Commerzbank vormals Dresdner Bank ITGK;30002;Hannover;Commerzbank ITGK Hannover;;DRESDEFFI09;09;050737;U;0;00000000;000503
25090300;1;Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer;30175;Hannover;Bk f Schiffahrt Hannover;92043;GENODEF1BFS;28;022267;U;0;00000000;003800
25090500;1;Sparda-Bank Hannover;30153;Hannover;Sparda-Bank Hannover;92048;GENODEF1S09;81;024640;U;0;00000000;000000
25090500;2;Sparda-Bank Hannover;28195;Bremen;Sparda-Bank Bremen;92048;;81;043015;U;0;00000000;000000
25090500;2;Sparda-Bank Hannover;38100;Braunschweig;Sparda-Bank Braunschweig;92048;;81;044298;U;0;00000000;000000
25090500;2;Sparda-Bank Hannover;33602;Bielefeld;Sparda-Bank Bielefeld;92048;;81;044299;U;0;00000000;000000
25090500;2;Sparda-Bank Hannover;37073;Göttingen;Sparda-Bank Göttingen;92048;;81;049398;U;0;00000000;000000
25090500;2;Sparda-Bank Hannover;32423;Minden;Sparda-Bank Minden;92048;;81;049399;U;0;00000000;000000
25090500;2;Sparda-Bank Hannover;31785;Hameln;Sparda-Bank Hameln;92048;;81;049403;U;0;00000000;000000
25090500;2;Sparda-Bank Hannover;29221;Celle;Sparda-Bank Celle;92048;;81;049404;U;0;00000000;000000
25090500;2;Sparda-Bank Hannover;27568;Bremerhaven;Sparda-Bank Bremerhaven;92048;;81;049405;U;0;00000000;000000
25090500;2;Sparda-Bank Hannover;31134;Hildesheim;Sparda-Bank Hildesheim;92048;;81;049406;U;0;00000000;000000
25090500;2;Sparda-Bank Hannover;32756;Detmold;Sparda-Bank Detmold;92048;;81;051149;U;0;00000000;000000
25090500;2;Sparda-Bank Hannover;27749;Delmenhorst;Sparda-Bank Delmenhorst;92048;;81;051150;U;0;00000000;000000
25090500;2;Sparda-Bank Hannover;33330;Gütersloh;Sparda-Bank Gütersloh;92048;;81;051151;U;0;00000000;000000
25090500;2;Sparda-Bank Hannover;32052;Herford;Sparda-Bank Herford;92048;;81;051212;U;0;00000000;000000
25090608;1;apoBank;30014;Hannover;apoBank Hannover;92052;DAAEDED1008;A4;022272;U;0;00000000;001400
25090608;2;apoBank;37006;Göttingen;apoBank Göttingen;92052;DAAEDED1037;A4;046506;U;0;00000000;001400
25090900;1;PSD Bank;30016;Hannover;PSD Bank Hannover;92065;GENODEF1P09;91;024641;U;0;00000000;000000
25120510;1;Bank für Sozialwirtschaft;30005;Hannover;Bank für Sozialwirtschaft;25012;BFSWDE33HAN;09;043019;U;0;00000000;000000
25120510;2;Bank für Sozialwirtschaft;22089;Hamburg;Bank für Sozialwirtschaft;25012;;09;053418;U;0;00000000;000000
25151270;1;Stadtsparkasse Barsinghausen;30890;Barsinghausen;St Spk Barsinghausen;52503;NOLADE21BAH;00;011174;U;0;00000000;000000
25151371;1;Stadtsparkasse Burgdorf;31290;Burgdorf;Stadtsparkasse Burgdorf;52504;NOLADE21BUF;00;011239;U;0;00000000;000000
25152375;1;Kreissparkasse Fallingbostel in Walsrode;29653;Walsrode;Kr Spk Fallingbostel;52505;NOLADE21WAL;00;008203;U;0;00000000;000000
25152375;2;Kreissparkasse Fallingbostel in Walsrode;29685;Schwarmstedt;Kr Spk Fallingbostel;52505;;00;007826;U;0;00000000;000000
25152375;2;Kreissparkasse Fallingbostel in Walsrode;27334;Rethem (Aller);Kr Spk Fallingbostel;52505;;00;007993;U;0;00000000;000000
25152375;2;Kreissparkasse Fallingbostel in Walsrode;29693;Hodenhagen;Kr Spk Fallingbostel;52505;;00;008829;U;0;00000000;000000
25152375;2;Kreissparkasse Fallingbostel in Walsrode;29676;Bad Fallingbostel;Kr Spk Fallingbostel;52505;;00;009085;U;0;00000000;000000
25152375;2;Kreissparkasse Fallingbostel in Walsrode;29695;Bomlitz;Kr Spk Fallingbostel;52505;;00;010876;U;0;00000000;000000
25152490;1;Stadtsparkasse Wunstorf;31501;Wunstorf;St Spk Wunstorf;52506;NOLADE21WST;00;009990;U;0;00000000;000000
25190001;1;Hannoversche Volksbank;30159;Hannover;Hannoversche Volksbank;92001;VOHADE2HXXX;28;022268;U;0;00000000;000000
25190001;2;Hannoversche Volksbank;30823;Garbsen;Hannoversche Volksbank;92001;;28;021317;U;0;00000000;000000
25190001;2;Hannoversche Volksbank;31535;Neustadt am Rübenberge;Hannoversche Volksbank;92001;;28;021901;U;0;00000000;000000
25190001;2;Hannoversche Volksbank;30853;Langenhagen;Hannoversche Volksbank;92001;;28;021988;U;0;00000000;000000
25190001;2;Hannoversche Volksbank;30890;Barsinghausen;Hannoversche Volksbank;92001;;28;025834;U;0;00000000;000000
25190001;2;Hannoversche Volksbank;30880;Laatzen;Hannoversche Volksbank;92001;;28;034350;U;0;00000000;000000
25190001;2;Hannoversche Volksbank;30966;Hemmingen;Hannoversche Volksbank;92001;;28;052320;U;0;00000000;000000
25190001;2;Hannoversche Volksbank;31559;Haste;Hannoversche Volksbank;92001;;28;052321;U;0;00000000;000000
25190001;2;Hannoversche Volksbank;31538;Bad Nenndorf;Hannoversche Volksbank;92001;;28;052322;U;0;00000000;000000
25190001;2;Hannoversche Volksbank;30952;Ronnenberg;Hannoversche Volksbank;92001;;28;052323;U;0;00000000;000000
25190001;2;Hannoversche Volksbank;30917;Seelze;Hannoversche Volksbank;92001;;28;052324;U;0;00000000;000000
25190001;2;Hannoversche Volksbank;30938;Burgwedel;Hannoversche Volksbank;92001;;28;053030;U;0;00000000;000000
25190001;2;Hannoversche Volksbank;31311;Uetze;Hannoversche Volksbank;92001;;28;053032;U;0;00000000;000000
